證券代碼,簡稱,年月日,收盤價(元)
COID,Name,MDATE,CLOSE
1301   ,台塑         ,20201112,    88.0000
1303   ,南亞         ,20201112,    63.9000
6505   ,台塑化       ,20201112,    92.2000
1326   ,台化         ,20201113,    76.9000
1301   ,台塑         ,20201113,    87.0000
1303   ,南亞         ,20201113,    64.1000
6505   ,台塑化       ,20201113,    92.2000
1326   ,台化         ,20201116,    77.8000
1301   ,台塑         ,20201116,    88.1000
1303   ,南亞         ,20201116,    64.5000
6505   ,台塑化       ,20201116,    92.2000
1326   ,台化         ,20201117,    78.0000
1301   ,台塑         ,20201117,    88.0000
1303   ,南亞         ,20201117,    65.0000
6505   ,台塑化       ,20201117,    92.5000
1326   ,台化         ,20201118,    79.4000
1301   ,台塑         ,20201118,    88.0000
1303   ,南亞         ,20201118,    65.5000
6505   ,台塑化       ,20201118,    93.3000
1326   ,台化         ,20201119,    79.8000
1301   ,台塑         ,20201119,    88.1000
1303   ,南亞         ,20201119,    65.3000
6505   ,台塑化       ,20201119,    94.0000
1326   ,台化         ,20201120,    79.8000
1301   ,台塑         ,20201120,    88.3000
1303   ,南亞         ,20201120,    65.7000
6505   ,台塑化       ,20201120,    93.9000
1326   ,台化         ,20201123,    80.0000
1301   ,台塑         ,20201123,    88.8000
1303   ,南亞         ,20201123,    66.2000
6505   ,台塑化       ,20201123,    94.7000
1326   ,台化         ,20201124,    78.9000
1301   ,台塑         ,20201124,    87.6000
1303   ,南亞         ,20201124,    65.6000
6505   ,台塑化       ,20201124,    94.8000
1326   ,台化         ,20201125,    79.3000
1301   ,台塑         ,20201125,    87.8000
1303   ,南亞         ,20201125,    65.5000
6505   ,台塑化       ,20201125,    95.2000
1326   ,台化         ,20201126,    79.7000
1301   ,台塑         ,20201126,    87.6000
1303   ,南亞         ,20201126,    65.8000
6505   ,台塑化       ,20201126,    95.6000
1326   ,台化         ,20201127,    79.0000
1301   ,台塑         ,20201127,    87.2000
1303   ,南亞         ,20201127,    65.6000
6505   ,台塑化       ,20201127,    94.5000
1326   ,台化         ,20201130,    77.0000
1301   ,台塑         ,20201130,    85.2000
1303   ,南亞         ,20201130,    64.2000
6505   ,台塑化       ,20201130,    90.5000
1326   ,台化         ,20201201,    78.9000
1301   ,台塑         ,20201201,    87.6000
1303   ,南亞         ,20201201,    66.0000
6505   ,台塑化       ,20201201,    92.7000
1326   ,台化         ,20201202,    78.9000
1301   ,台塑         ,20201202,    87.7000
1303   ,南亞         ,20201202,    65.6000
6505   ,台塑化       ,20201202,    92.9000
1326   ,台化         ,20201203,    79.6000
1301   ,台塑         ,20201203,    88.5000
1303   ,南亞         ,20201203,    66.6000
6505   ,台塑化       ,20201203,    92.8000
1326   ,台化         ,20201204,    80.1000
1301   ,台塑         ,20201204,    89.3000
1303   ,南亞         ,20201204,    67.7000
6505   ,台塑化       ,20201204,    94.9000
1326   ,台化         ,20201207,    79.7000
1301   ,台塑         ,20201207,    89.5000
1303   ,南亞         ,20201207,    67.5000
6505   ,台塑化       ,20201207,    93.9000
1326   ,台化         ,20201208,    79.0000
1301   ,台塑         ,20201208,    89.5000
1303   ,南亞         ,20201208,    67.2000
6505   ,台塑化       ,20201208,    92.9000
1326   ,台化         ,20201209,    79.3000
1301   ,台塑         ,20201209,    90.0000
1303   ,南亞         ,20201209,    67.1000
6505   ,台塑化       ,20201209,    94.3000
1326   ,台化         ,20201210,    79.3000
1301   ,台塑         ,20201210,    89.9000
1303   ,南亞         ,20201210,    67.8000
6505   ,台塑化       ,20201210,    93.2000
1326   ,台化         ,20201211,    79.0000
1301   ,台塑         ,20201211,    89.8000
1303   ,南亞         ,20201211,    68.3000
6505   ,台塑化       ,20201211,    94.4000
1326   ,台化         ,20201214,    78.6000
1301   ,台塑         ,20201214,    89.8000
1303   ,南亞         ,20201214,    67.8000
6505   ,台塑化       ,20201214,    94.5000
1326   ,台化         ,20201215,    78.3000
1301   ,台塑         ,20201215,    89.2000
1303   ,南亞         ,20201215,    67.2000
6505   ,台塑化       ,20201215,    93.0000
1326   ,台化         ,20201216,    79.8000
1301   ,台塑         ,20201216,    90.2000
1303   ,南亞         ,20201216,    68.7000
6505   ,台塑化       ,20201216,    94.7000
1326   ,台化         ,20201217,    79.3000
1301   ,台塑         ,20201217,    89.8000
1303   ,南亞         ,20201217,    68.6000
6505   ,台塑化       ,20201217,    94.0000
1326   ,台化         ,20201218,    78.3000
1301   ,台塑         ,20201218,    88.2000
1303   ,南亞         ,20201218,    67.5000
6505   ,台塑化       ,20201218,    92.8000
1326   ,台化         ,20201221,    81.0000
1301   ,台塑         ,20201221,    92.3000
1303   ,南亞         ,20201221,    69.4000
6505   ,台塑化       ,20201221,    94.9000
1326   ,台化         ,20201222,    79.7000
1301   ,台塑         ,20201222,    92.1000
1303   ,南亞         ,20201222,    68.6000
6505   ,台塑化       ,20201222,    93.5000
1326   ,台化         ,20201223,    79.1000
1301   ,台塑         ,20201223,    91.5000
1303   ,南亞         ,20201223,    68.1000
6505   ,台塑化       ,20201223,    93.4000
1326   ,台化         ,20201224,    79.1000
1301   ,台塑         ,20201224,    92.6000
1303   ,南亞         ,20201224,    69.2000
6505   ,台塑化       ,20201224,    94.5000
1326   ,台化         ,20201225,    79.6000
1301   ,台塑         ,20201225,    92.8000
1303   ,南亞         ,20201225,    69.4000
6505   ,台塑化       ,20201225,    94.2000
1326   ,台化         ,20201228,    80.8000
1301   ,台塑         ,20201228,    93.8000
1303   ,南亞         ,20201228,    70.6000
6505   ,台塑化       ,20201228,    95.4000
1326   ,台化         ,20201229,    81.4000
1301   ,台塑         ,20201229,    94.0000
1303   ,南亞         ,20201229,    70.4000
6505   ,台塑化       ,20201229,    95.4000
1326   ,台化         ,20201230,    84.5000
1301   ,台塑         ,20201230,    96.7000
1303   ,南亞         ,20201230,    72.5000
6505   ,台塑化       ,20201230,    98.5000
1326   ,台化         ,20201231,    84.7000
1301   ,台塑         ,20201231,    96.4000
1303   ,南亞         ,20201231,    71.9000
6505   ,台塑化       ,20201231,    99.8000
1326   ,台化         ,20210104,    84.6000
1301   ,台塑         ,20210104,    96.7000
1303   ,南亞         ,20210104,    71.4000
6505   ,台塑化       ,20210104,   100.0000
1326   ,台化         ,20210105,    83.3000
1301   ,台塑         ,20210105,    95.0000
1303   ,南亞         ,20210105,    71.0000
6505   ,台塑化       ,20210105,    99.2000
1326   ,台化         ,20210106,    83.3000
1301   ,台塑         ,20210106,    94.4000
1303   ,南亞         ,20210106,    70.7000
6505   ,台塑化       ,20210106,    99.5000
1326   ,台化         ,20210107,    85.8000
1301   ,台塑         ,20210107,    97.1000
1303   ,南亞         ,20210107,    71.5000
6505   ,台塑化       ,20210107,   100.0000
1326   ,台化         ,20210108,    86.3000
1301   ,台塑         ,20210108,    98.0000
1303   ,南亞         ,20210108,    72.7000
6505   ,台塑化       ,20210108,   104.0000
1326   ,台化         ,20210111,    86.3000
1301   ,台塑         ,20210111,    99.0000
1303   ,南亞         ,20210111,    74.4000
6505   ,台塑化       ,20210111,   102.0000
1326   ,台化         ,20210112,    85.5000
1301   ,台塑         ,20210112,    97.6000
1303   ,南亞         ,20210112,    73.6000
6505   ,台塑化       ,20210112,   101.0000
1326   ,台化         ,20210113,    85.9000
1301   ,台塑         ,20210113,    98.0000
1303   ,南亞         ,20210113,    74.0000
6505   ,台塑化       ,20210113,   102.0000
1326   ,台化         ,20210114,    85.4000
1301   ,台塑         ,20210114,    97.4000
1303   ,南亞         ,20210114,    74.2000
6505   ,台塑化       ,20210114,   102.0000
1326   ,台化         ,20210115,    83.9000
1301   ,台塑         ,20210115,    94.5000
1303   ,南亞         ,20210115,    72.3000
6505   ,台塑化       ,20210115,    99.1000
1326   ,台化         ,20210118,    82.1000
1301   ,台塑         ,20210118,    93.1000
1303   ,南亞         ,20210118,    71.5000
6505   ,台塑化       ,20210118,    98.0000
1326   ,台化         ,20210119,    83.1000
1301   ,台塑         ,20210119,    93.2000
1303   ,南亞         ,20210119,    71.7000
6505   ,台塑化       ,20210119,    99.2000
1326   ,台化         ,20210120,    81.0000
1301   ,台塑         ,20210120,    91.6000
1303   ,南亞         ,20210120,    69.3000
6505   ,台塑化       ,20210120,    95.2000
1326   ,台化         ,20210121,    80.9000
1301   ,台塑         ,20210121,    91.4000
1303   ,南亞         ,20210121,    69.3000
6505   ,台塑化       ,20210121,    96.2000
1326   ,台化         ,20210122,    80.7000
1301   ,台塑         ,20210122,    90.6000
1303   ,南亞         ,20210122,    69.2000
6505   ,台塑化       ,20210122,    94.5000
1326   ,台化         ,20210125,    82.1000
1301   ,台塑         ,20210125,    92.4000
1303   ,南亞         ,20210125,    70.3000
6505   ,台塑化       ,20210125,    95.9000
1326   ,台化         ,20210126,    80.5000
1301   ,台塑         ,20210126,    91.1000
1303   ,南亞         ,20210126,    69.5000
6505   ,台塑化       ,20210126,    93.7000
1326   ,台化         ,20210127,    80.1000
1301   ,台塑         ,20210127,    90.8000
1303   ,南亞         ,20210127,    69.1000
6505   ,台塑化       ,20210127,    94.0000
1326   ,台化         ,20210128,    79.5000
1301   ,台塑         ,20210128,    89.1000
1303   ,南亞         ,20210128,    67.7000
6505   ,台塑化       ,20210128,    91.4000
1326   ,台化         ,20210129,    77.4000
1301   ,台塑         ,20210129,    87.0000
1303   ,南亞         ,20210129,    65.6000
6505   ,台塑化       ,20210129,    89.1000
1326   ,台化         ,20210201,    78.1000
1301   ,台塑         ,20210201,    88.1000
1303   ,南亞         ,20210201,    66.7000
6505   ,台塑化       ,20210201,    90.0000
1326   ,台化         ,20210202,    79.4000
1301   ,台塑         ,20210202,    90.1000
1303   ,南亞         ,20210202,    68.8000
6505   ,台塑化       ,20210202,    91.4000
1326   ,台化         ,20210203,    80.9000
1301   ,台塑         ,20210203,    90.5000
1303   ,南亞         ,20210203,    68.8000
6505   ,台塑化       ,20210203,    91.7000
1326   ,台化         ,20210204,    80.5000
1301   ,台塑         ,20210204,    90.5000
1303   ,南亞         ,20210204,    68.9000
6505   ,台塑化       ,20210204,    91.2000
1326   ,台化         ,20210205,    79.9000
1301   ,台塑         ,20210205,    89.8000
1303   ,南亞         ,20210205,    68.5000
6505   ,台塑化       ,20210205,    91.9000
1326   ,台化         ,20210217,    83.5000
1301   ,台塑         ,20210217,    96.2000
1303   ,南亞         ,20210217,    70.0000
6505   ,台塑化       ,20210217,    95.8000
1326   ,台化         ,20210218,    83.3000
1301   ,台塑         ,20210218,    95.9000
1303   ,南亞         ,20210218,    70.7000
6505   ,台塑化       ,20210218,    96.6000
1326   ,台化         ,20210219,    83.0000
1301   ,台塑         ,20210219,    95.3000
1303   ,南亞         ,20210219,    70.2000
6505   ,台塑化       ,20210219,    97.0000
1326   ,台化         ,20210222,    83.3000
1301   ,台塑         ,20210222,    97.1000
1303   ,南亞         ,20210222,    71.6000
6505   ,台塑化       ,20210222,    98.2000
1326   ,台化         ,20210223,    85.4000
1301   ,台塑         ,20210223,    99.7000
1303   ,南亞         ,20210223,    73.8000
6505   ,台塑化       ,20210223,   103.0000
1326   ,台化         ,20210224,    85.9000
1301   ,台塑         ,20210224,   100.0000
1303   ,南亞         ,20210224,    73.8000
6505   ,台塑化       ,20210224,   100.5000
1326   ,台化         ,20210225,    88.6000
1301   ,台塑         ,20210225,   100.0000
1303   ,南亞         ,20210225,    75.0000
6505   ,台塑化       ,20210225,   102.5000
1326   ,台化         ,20210226,    86.0000
1301   ,台塑         ,20210226,    97.5000
1303   ,南亞         ,20210226,    72.7000
6505   ,台塑化       ,20210226,   100.0000
1326   ,台化         ,20210302,    86.3000
1301   ,台塑         ,20210302,    98.2000
1303   ,南亞         ,20210302,    73.8000
6505   ,台塑化       ,20210302,    97.0000
1326   ,台化         ,20210303,    87.9000
1301   ,台塑         ,20210303,   101.0000
1303   ,南亞         ,20210303,    74.8000
6505   ,台塑化       ,20210303,   100.0000
1326   ,台化         ,20210304,    88.3000
1301   ,台塑         ,20210304,   101.5000
1303   ,南亞         ,20210304,    73.4000
6505   ,台塑化       ,20210304,    99.8000
1326   ,台化         ,20210305,    87.4000
1301   ,台塑         ,20210305,   101.5000
1303   ,南亞         ,20210305,    72.9000
6505   ,台塑化       ,20210305,    99.0000
1326   ,台化         ,20210308,    88.0000
1301   ,台塑         ,20210308,   101.5000
1303   ,南亞         ,20210308,    73.5000
6505   ,台塑化       ,20210308,   102.5000
1326   ,台化         ,20210309,    88.5000
1301   ,台塑         ,20210309,   102.5000
1303   ,南亞         ,20210309,    73.6000
6505   ,台塑化       ,20210309,   101.5000
1326   ,台化         ,20210310,    88.8000
1301   ,台塑         ,20210310,   104.5000
1303   ,南亞         ,20210310,    74.6000
6505   ,台塑化       ,20210310,   101.5000
1326   ,台化         ,20210311,    89.0000
1301   ,台塑         ,20210311,   105.0000
1303   ,南亞         ,20210311,    76.7000
6505   ,台塑化       ,20210311,   103.0000
1326   ,台化         ,20210312,    89.5000
1301   ,台塑         ,20210312,   105.0000
1303   ,南亞         ,20210312,    77.2000
6505   ,台塑化       ,20210312,   101.5000
1326   ,台化         ,20210315,    88.1000
1301   ,台塑         ,20210315,   103.0000
1303   ,南亞         ,20210315,    76.8000
6505   ,台塑化       ,20210315,   100.5000
1326   ,台化         ,20210316,    87.9000
1301   ,台塑         ,20210316,   101.0000
1303   ,南亞         ,20210316,    77.3000
6505   ,台塑化       ,20210316,   100.5000
1326   ,台化         ,20210317,    86.9000
1301   ,台塑         ,20210317,   101.0000
1303   ,南亞         ,20210317,    76.4000
6505   ,台塑化       ,20210317,    98.2000
1326   ,台化         ,20210318,    87.0000
1301   ,台塑         ,20210318,   100.5000
1303   ,南亞         ,20210318,    76.6000
6505   ,台塑化       ,20210318,    98.2000
1326   ,台化         ,20210319,    84.2000
1301   ,台塑         ,20210319,    97.1000
1303   ,南亞         ,20210319,    74.5000
6505   ,台塑化       ,20210319,    95.8000
1326   ,台化         ,20210322,    86.2000
1301   ,台塑         ,20210322,   100.0000
1303   ,南亞         ,20210322,    76.4000
6505   ,台塑化       ,20210322,    96.3000
1326   ,台化         ,20210323,    86.1000
1301   ,台塑         ,20210323,    99.6000
1303   ,南亞         ,20210323,    75.9000
6505   ,台塑化       ,20210323,    96.1000
1326   ,台化         ,20210324,    85.1000
1301   ,台塑         ,20210324,    98.9000
1303   ,南亞         ,20210324,    76.2000
6505   ,台塑化       ,20210324,    95.4000
1326   ,台化         ,20210325,    85.9000
1301   ,台塑         ,20210325,   100.0000
1303   ,南亞         ,20210325,    76.5000
6505   ,台塑化       ,20210325,    95.6000
1326   ,台化         ,20210326,    87.2000
1301   ,台塑         ,20210326,   101.0000
1303   ,南亞         ,20210326,    77.3000
6505   ,台塑化       ,20210326,    96.8000
1326   ,台化         ,20210329,    87.9000
1301   ,台塑         ,20210329,   101.5000
1303   ,南亞         ,20210329,    78.9000
6505   ,台塑化       ,20210329,    96.6000
1326   ,台化         ,20210330,    87.7000
1301   ,台塑         ,20210330,   100.5000
1303   ,南亞         ,20210330,    79.0000
6505   ,台塑化       ,20210330,    96.6000
1326   ,台化         ,20210331,    87.6000
1301   ,台塑         ,20210331,   101.0000
1303   ,南亞         ,20210331,    79.8000
6505   ,台塑化       ,20210331,    96.8000
1326   ,台化         ,20210401,    87.0000
1301   ,台塑         ,20210401,   100.5000
1303   ,南亞         ,20210401,    79.6000
6505   ,台塑化       ,20210401,    96.7000
1326   ,台化         ,20210406,    87.8000
1301   ,台塑         ,20210406,   101.0000
1303   ,南亞         ,20210406,    80.0000
6505   ,台塑化       ,20210406,    97.4000
1326   ,台化         ,20210407,    87.5000
1301   ,台塑         ,20210407,   100.5000
1303   ,南亞         ,20210407,    80.1000
6505   ,台塑化       ,20210407,    98.0000
1326   ,台化         ,20210408,    87.3000
1301   ,台塑         ,20210408,   100.5000
1303   ,南亞         ,20210408,    80.1000
6505   ,台塑化       ,20210408,    98.2000
1326   ,台化         ,20210409,    88.5000
1301   ,台塑         ,20210409,   103.0000
1303   ,南亞         ,20210409,    82.3000
6505   ,台塑化       ,20210409,    98.0000
1326   ,台化         ,20210412,    88.6000
1301   ,台塑         ,20210412,   103.0000
1303   ,南亞         ,20210412,    85.5000
6505   ,台塑化       ,20210412,    98.2000
1326   ,台化         ,20210413,    88.4000
1301   ,台塑         ,20210413,   102.0000
1303   ,南亞         ,20210413,    86.8000
6505   ,台塑化       ,20210413,   100.0000
1326   ,台化         ,20210414,    88.3000
1301   ,台塑         ,20210414,   104.0000
1303   ,南亞         ,20210414,    86.5000
6505   ,台塑化       ,20210414,    99.2000
1326   ,台化         ,20210415,    90.1000
1301   ,台塑         ,20210415,   108.0000
1303   ,南亞         ,20210415,    89.0000
6505   ,台塑化       ,20210415,   101.5000
1326   ,台化         ,20210416,    92.0000
1301   ,台塑         ,20210416,   109.0000
1303   ,南亞         ,20210416,    89.9000
6505   ,台塑化       ,20210416,   102.0000
1326   ,台化         ,20210419,    95.2000
1301   ,台塑         ,20210419,   111.5000
1303   ,南亞         ,20210419,    91.1000
6505   ,台塑化       ,20210419,   103.0000
1326   ,台化         ,20210420,    94.8000
1301   ,台塑         ,20210420,   109.5000
1303   ,南亞         ,20210420,    91.1000
6505   ,台塑化       ,20210420,   103.0000
1326   ,台化         ,20210421,    93.0000
1301   ,台塑         ,20210421,   108.5000
1303   ,南亞         ,20210421,    90.2000
6505   ,台塑化       ,20210421,    99.0000
1326   ,台化         ,20210422,    93.2000
1301   ,台塑         ,20210422,   108.0000
1303   ,南亞         ,20210422,    90.2000
6505   ,台塑化       ,20210422,   101.0000
1326   ,台化         ,20210423,    92.8000
1301   ,台塑         ,20210423,   107.0000
1303   ,南亞         ,20210423,    90.0000
6505   ,台塑化       ,20210423,   102.5000
1326   ,台化         ,20210426,    93.0000
1301   ,台塑         ,20210426,   107.5000
1303   ,南亞         ,20210426,    90.0000
6505   ,台塑化       ,20210426,   102.5000
1326   ,台化         ,20210427,    93.0000
1301   ,台塑         ,20210427,   108.5000
1303   ,南亞         ,20210427,    91.8000
6505   ,台塑化       ,20210427,   103.0000
1326   ,台化         ,20210428,    91.9000
1301   ,台塑         ,20210428,   106.0000
1303   ,南亞         ,20210428,    89.6000
6505   ,台塑化       ,20210428,   103.0000
1326   ,台化         ,20210429,    90.9000
1301   ,台塑         ,20210429,   106.0000
1303   ,南亞         ,20210429,    88.2000
6505   ,台塑化       ,20210429,   103.5000
1326   ,台化         ,20210503,    90.3000
1301   ,台塑         ,20210503,   107.5000
1303   ,南亞         ,20210503,    87.9000
6505   ,台塑化       ,20210503,   102.0000
1326   ,台化         ,20210504,    89.6000
1301   ,台塑         ,20210504,   107.0000
1303   ,南亞         ,20210504,    86.9000
6505   ,台塑化       ,20210504,   101.0000
1326   ,台化         ,20210505,    91.1000
1301   ,台塑         ,20210505,   108.0000
1303   ,南亞         ,20210505,    88.0000
6505   ,台塑化       ,20210505,   104.0000
1326   ,台化         ,20210506,    94.0000
1301   ,台塑         ,20210506,   113.0000
1303   ,南亞         ,20210506,    89.6000
6505   ,台塑化       ,20210506,   108.5000
1326   ,台化         ,20210507,    90.7000
1301   ,台塑         ,20210507,   105.0000
1303   ,南亞         ,20210507,    88.6000
6505   ,台塑化       ,20210507,   105.0000
1326   ,台化         ,20210510,    91.6000
1301   ,台塑         ,20210510,   106.0000
1303   ,南亞         ,20210510,    89.0000
6505   ,台塑化       ,20210510,   107.5000
1326   ,台化         ,20210511,    89.1000
1301   ,台塑         ,20210511,   102.5000
1303   ,南亞         ,20210511,    85.9000
6505   ,台塑化       ,20210511,   104.0000
1326   ,台化         ,20210512,    83.6000
1301   ,台塑         ,20210512,    95.7000
1303   ,南亞         ,20210512,    80.8000
6505   ,台塑化       ,20210512,    97.7000
1326   ,台化         ,20210513,    81.5000
1301   ,台塑         ,20210513,    94.3000
1303   ,南亞         ,20210513,    79.0000
6505   ,台塑化       ,20210513,    95.0000
1326   ,台化         ,20210514,    82.9000
1301   ,台塑         ,20210514,    95.5000
1303   ,南亞         ,20210514,    80.4000
6505   ,台塑化       ,20210514,    96.7000
1326   ,台化         ,20210517,    80.9000
1301   ,台塑         ,20210517,    93.4000
1303   ,南亞         ,20210517,    77.9000
6505   ,台塑化       ,20210517,    95.4000
1326   ,台化         ,20210518,    83.6000
1301   ,台塑         ,20210518,    97.9000
1303   ,南亞         ,20210518,    81.3000
6505   ,台塑化       ,20210518,    99.0000
1326   ,台化         ,20210519,    83.7000
1301   ,台塑         ,20210519,    98.5000
1303   ,南亞         ,20210519,    81.8000
6505   ,台塑化       ,20210519,    98.1000
1326   ,台化         ,20210520,    84.2000
1301   ,台塑         ,20210520,    96.8000
1303   ,南亞         ,20210520,    81.5000
6505   ,台塑化       ,20210520,    97.3000
1326   ,台化         ,20210521,    84.2000
1301   ,台塑         ,20210521,    98.1000
1303   ,南亞         ,20210521,    82.4000
6505   ,台塑化       ,20210521,    98.2000
1326   ,台化         ,20210524,    83.7000
1301   ,台塑         ,20210524,    98.9000
1303   ,南亞         ,20210524,    81.7000
6505   ,台塑化       ,20210524,    97.5000
1326   ,台化         ,20210525,    85.4000
1301   ,台塑         ,20210525,   102.5000
1303   ,南亞         ,20210525,    84.3000
6505   ,台塑化       ,20210525,    99.5000
1326   ,台化         ,20210526,    84.5000
1301   ,台塑         ,20210526,   101.5000
1303   ,南亞         ,20210526,    83.3000
6505   ,台塑化       ,20210526,   100.5000
1326   ,台化         ,20210527,    84.7000
1301   ,台塑         ,20210527,   101.0000
1303   ,南亞         ,20210527,    82.1000
6505   ,台塑化       ,20210527,    97.2000
1326   ,台化         ,20210528,    85.4000
1301   ,台塑         ,20210528,   101.5000
1303   ,南亞         ,20210528,    83.5000
6505   ,台塑化       ,20210528,    98.8000
1326   ,台化         ,20210531,    85.6000
1301   ,台塑         ,20210531,   103.5000
1303   ,南亞         ,20210531,    84.4000
6505   ,台塑化       ,20210531,   100.0000
1326   ,台化         ,20210601,    87.2000
1301   ,台塑         ,20210601,   103.0000
1303   ,南亞         ,20210601,    85.0000
6505   ,台塑化       ,20210601,   102.0000
1326   ,台化         ,20210602,    88.9000
1301   ,台塑         ,20210602,   106.0000
1303   ,南亞         ,20210602,    86.6000
6505   ,台塑化       ,20210602,   106.0000
1326   ,台化         ,20210603,    88.5000
1301   ,台塑         ,20210603,   106.0000
1303   ,南亞         ,20210603,    86.9000
6505   ,台塑化       ,20210603,   106.0000
1326   ,台化         ,20210604,    87.7000
1301   ,台塑         ,20210604,   106.0000
1303   ,南亞         ,20210604,    86.0000
6505   ,台塑化       ,20210604,   106.5000
1326   ,台化         ,20210607,    87.6000
1301   ,台塑         ,20210607,   106.5000
1303   ,南亞         ,20210607,    85.6000
6505   ,台塑化       ,20210607,   106.5000
1326   ,台化         ,20210608,    86.4000
1301   ,台塑         ,20210608,   104.0000
1303   ,南亞         ,20210608,    85.0000
6505   ,台塑化       ,20210608,   107.5000
1326   ,台化         ,20210609,    85.6000
1301   ,台塑         ,20210609,   103.0000
1303   ,南亞         ,20210609,    84.8000
6505   ,台塑化       ,20210609,   110.0000
1326   ,台化         ,20210610,    86.6000
1301   ,台塑         ,20210610,   105.5000
1303   ,南亞         ,20210610,    85.8000
6505   ,台塑化       ,20210610,   109.5000
1326   ,台化         ,20210611,    85.8000
1301   ,台塑         ,20210611,   103.5000
1303   ,南亞         ,20210611,    85.1000
6505   ,台塑化       ,20210611,   108.0000
1326   ,台化         ,20210615,    85.2000
1301   ,台塑         ,20210615,   104.0000
1303   ,南亞         ,20210615,    84.8000
6505   ,台塑化       ,20210615,   108.5000
1326   ,台化         ,20210616,    86.1000
1301   ,台塑         ,20210616,   104.5000
1303   ,南亞         ,20210616,    85.0000
6505   ,台塑化       ,20210616,   111.5000
1326   ,台化         ,20210617,    85.3000
1301   ,台塑         ,20210617,   103.5000
1303   ,南亞         ,20210617,    84.9000
6505   ,台塑化       ,20210617,   108.5000
1326   ,台化         ,20210618,    83.3000
1301   ,台塑         ,20210618,   102.0000
1303   ,南亞         ,20210618,    82.3000
6505   ,台塑化       ,20210618,   104.5000
1326   ,台化         ,20210621,    82.8000
1301   ,台塑         ,20210621,   100.0000
1303   ,南亞         ,20210621,    81.4000
6505   ,台塑化       ,20210621,   103.5000
1326   ,台化         ,20210622,    83.3000
1301   ,台塑         ,20210622,   102.0000
1303   ,南亞         ,20210622,    81.9000
6505   ,台塑化       ,20210622,   106.0000
1326   ,台化         ,20210623,    84.5000
1301   ,台塑         ,20210623,   103.5000
1303   ,南亞         ,20210623,    82.8000
6505   ,台塑化       ,20210623,   110.0000
1326   ,台化         ,20210624,    84.4000
1301   ,台塑         ,20210624,   103.0000
1303   ,南亞         ,20210624,    83.0000
6505   ,台塑化       ,20210624,   109.5000
1326   ,台化         ,20210625,    84.6000
1301   ,台塑         ,20210625,   104.0000
1303   ,南亞         ,20210625,    83.0000
6505   ,台塑化       ,20210625,   109.0000
1326   ,台化         ,20210628,    85.0000
1301   ,台塑         ,20210628,   103.0000
1303   ,南亞         ,20210628,    83.3000
6505   ,台塑化       ,20210628,   108.5000
1326   ,台化         ,20210629,    84.6000
1301   ,台塑         ,20210629,   104.0000
1303   ,南亞         ,20210629,    83.3000
6505   ,台塑化       ,20210629,   108.0000
1326   ,台化         ,20210630,    84.7000
1301   ,台塑         ,20210630,   103.0000
1303   ,南亞         ,20210630,    83.2000
6505   ,台塑化       ,20210630,   106.5000
1326   ,台化         ,20210701,    85.0000
1301   ,台塑         ,20210701,   104.0000
1303   ,南亞         ,20210701,    83.9000
6505   ,台塑化       ,20210701,   106.0000
1326   ,台化         ,20210702,    85.1000
1301   ,台塑         ,20210702,   105.0000
1303   ,南亞         ,20210702,    84.5000
6505   ,台塑化       ,20210702,   110.0000
1326   ,台化         ,20210705,    86.5000
1301   ,台塑         ,20210705,   107.5000
1303   ,南亞         ,20210705,    86.5000
6505   ,台塑化       ,20210705,   115.5000
1326   ,台化         ,20210706,    86.8000
1301   ,台塑         ,20210706,   106.0000
1303   ,南亞         ,20210706,    85.9000
6505   ,台塑化       ,20210706,   114.5000
1326   ,台化         ,20210707,    85.8000
1301   ,台塑         ,20210707,   105.0000
1303   ,南亞         ,20210707,    86.6000
6505   ,台塑化       ,20210707,   112.0000
1326   ,台化         ,20210708,    85.6000
1301   ,台塑         ,20210708,   103.5000
1303   ,南亞         ,20210708,    85.5000
6505   ,台塑化       ,20210708,   109.0000
1326   ,台化         ,20210709,    85.1000
1301   ,台塑         ,20210709,   103.5000
1303   ,南亞         ,20210709,    86.3000
6505   ,台塑化       ,20210709,   110.0000
1326   ,台化         ,20210712,    85.0000
1301   ,台塑         ,20210712,   103.0000
1303   ,南亞         ,20210712,    86.0000
6505   ,台塑化       ,20210712,   107.0000
1326   ,台化         ,20210713,    85.4000
1301   ,台塑         ,20210713,   103.0000
1303   ,南亞         ,20210713,    86.9000
6505   ,台塑化       ,20210713,   106.5000
1326   ,台化         ,20210714,    85.9000
1301   ,台塑         ,20210714,   103.5000
1303   ,南亞         ,20210714,    87.2000
6505   ,台塑化       ,20210714,   106.0000
1326   ,台化         ,20210715,    85.3000
1301   ,台塑         ,20210715,   104.0000
1303   ,南亞         ,20210715,    87.9000
6505   ,台塑化       ,20210715,   105.5000
1326   ,台化         ,20210716,    85.7000
1301   ,台塑         ,20210716,   104.5000
1303   ,南亞         ,20210716,    89.0000
6505   ,台塑化       ,20210716,   102.0000
1326   ,台化         ,20210719,    85.0000
1301   ,台塑         ,20210719,   102.5000
1303   ,南亞         ,20210719,    87.9000
6505   ,台塑化       ,20210719,   102.0000
1326   ,台化         ,20210720,    83.3000
1301   ,台塑         ,20210720,   101.5000
1303   ,南亞         ,20210720,    86.0000
6505   ,台塑化       ,20210720,   100.0000
1326   ,台化         ,20210721,    82.9000
