證券代碼,簡稱,年月日,收盤價(元)
COID,Name,MDATE,CLOSE
1301   ,台塑         ,20211229,   105.5000
1303   ,南亞         ,20211229,    86.0000
6505   ,台塑化       ,20211229,    96.5000
1326   ,台化         ,20211230,    80.8000
1301   ,台塑         ,20211230,   104.0000
1303   ,南亞         ,20211230,    85.4000
6505   ,台塑化       ,20211230,    95.9000
1326   ,台化         ,20220103,    80.8000
1301   ,台塑         ,20220103,   105.5000
1303   ,南亞         ,20220103,    86.3000
6505   ,台塑化       ,20220103,    95.8000
1326   ,台化         ,20220104,    80.5000
1301   ,台塑         ,20220104,   105.0000
1303   ,南亞         ,20220104,    86.2000
6505   ,台塑化       ,20220104,    96.1000
1326   ,台化         ,20220105,    80.9000
1301   ,台塑         ,20220105,   105.5000
1303   ,南亞         ,20220105,    86.1000
6505   ,台塑化       ,20220105,    96.2000
1326   ,台化         ,20220106,    81.0000
1301   ,台塑         ,20220106,   106.5000
1303   ,南亞         ,20220106,    86.1000
6505   ,台塑化       ,20220106,    97.3000
1326   ,台化         ,20220107,    80.6000
1301   ,台塑         ,20220107,   105.5000
1303   ,南亞         ,20220107,    86.5000
6505   ,台塑化       ,20220107,    97.3000
1326   ,台化         ,20220110,    80.9000
1301   ,台塑         ,20220110,   105.5000
1303   ,南亞         ,20220110,    86.9000
6505   ,台塑化       ,20220110,    97.8000
1326   ,台化         ,20220111,    81.2000
1301   ,台塑         ,20220111,   106.0000
1303   ,南亞         ,20220111,    87.1000
6505   ,台塑化       ,20220111,    98.4000
1326   ,台化         ,20220112,    81.4000
1301   ,台塑         ,20220112,   109.0000
1303   ,南亞         ,20220112,    88.4000
6505   ,台塑化       ,20220112,    99.4000
1326   ,台化         ,20220113,    81.7000
1301   ,台塑         ,20220113,   108.5000
1303   ,南亞         ,20220113,    88.7000
6505   ,台塑化       ,20220113,   100.5000
1326   ,台化         ,20220114,    80.9000
1301   ,台塑         ,20220114,   107.0000
1303   ,南亞         ,20220114,    87.7000
6505   ,台塑化       ,20220114,    98.5000
1326   ,台化         ,20220117,    80.5000
1301   ,台塑         ,20220117,   106.0000
1303   ,南亞         ,20220117,    87.5000
6505   ,台塑化       ,20220117,    97.3000
1326   ,台化         ,20220118,    80.5000
1301   ,台塑         ,20220118,   106.5000
1303   ,南亞         ,20220118,    87.4000
6505   ,台塑化       ,20220118,    98.0000
1326   ,台化         ,20220119,    79.9000
1301   ,台塑         ,20220119,   106.0000
1303   ,南亞         ,20220119,    87.4000
6505   ,台塑化       ,20220119,    98.2000
1326   ,台化         ,20220120,    79.8000
1301   ,台塑         ,20220120,   107.5000
1303   ,南亞         ,20220120,    87.4000
6505   ,台塑化       ,20220120,    98.1000
1326   ,台化         ,20220121,    79.2000
1301   ,台塑         ,20220121,   105.0000
1303   ,南亞         ,20220121,    86.4000
6505   ,台塑化       ,20220121,    96.7000
1326   ,台化         ,20220124,    79.0000
1301   ,台塑         ,20220124,   105.5000
1303   ,南亞         ,20220124,    87.0000
6505   ,台塑化       ,20220124,    98.0000
1326   ,台化         ,20220125,    78.6000
1301   ,台塑         ,20220125,   104.5000
1303   ,南亞         ,20220125,    85.5000
6505   ,台塑化       ,20220125,    95.6000
1326   ,台化         ,20220126,    78.8000
1301   ,台塑         ,20220126,   105.0000
1303   ,南亞         ,20220126,    86.4000
6505   ,台塑化       ,20220126,    96.1000
1326   ,台化         ,20220207,    80.1000
1301   ,台塑         ,20220207,   107.0000
1303   ,南亞         ,20220207,    89.5000
6505   ,台塑化       ,20220207,    97.8000
1326   ,台化         ,20220208,    79.9000
1301   ,台塑         ,20220208,   105.5000
1303   ,南亞         ,20220208,    88.6000
6505   ,台塑化       ,20220208,    98.0000
1326   ,台化         ,20220209,    80.4000
1301   ,台塑         ,20220209,   105.5000
1303   ,南亞         ,20220209,    89.2000
6505   ,台塑化       ,20220209,    98.9000
1326   ,台化         ,20220210,    80.7000
1301   ,台塑         ,20220210,   106.5000
1303   ,南亞         ,20220210,    88.6000
6505   ,台塑化       ,20220210,    98.5000
1326   ,台化         ,20220211,    80.6000
1301   ,台塑         ,20220211,   106.0000
1303   ,南亞         ,20220211,    88.8000
6505   ,台塑化       ,20220211,    98.7000
1326   ,台化         ,20220214,    80.2000
1301   ,台塑         ,20220214,   105.0000
1303   ,南亞         ,20220214,    88.4000
6505   ,台塑化       ,20220214,    98.9000
1326   ,台化         ,20220215,    79.6000
1301   ,台塑         ,20220215,   104.0000
1303   ,南亞         ,20220215,    87.4000
6505   ,台塑化       ,20220215,    97.9000
1326   ,台化         ,20220216,    80.6000
1301   ,台塑         ,20220216,   106.5000
1303   ,南亞         ,20220216,    88.8000
6505   ,台塑化       ,20220216,    98.6000
1326   ,台化         ,20220217,    81.1000
1301   ,台塑         ,20220217,   105.5000
1303   ,南亞         ,20220217,    88.7000
6505   ,台塑化       ,20220217,    99.5000
1326   ,台化         ,20220218,    80.6000
1301   ,台塑         ,20220218,   106.0000
1303   ,南亞         ,20220218,    89.1000
6505   ,台塑化       ,20220218,    98.5000
1326   ,台化         ,20220221,    80.7000
1301   ,台塑         ,20220221,   105.0000
1303   ,南亞         ,20220221,    89.1000
6505   ,台塑化       ,20220221,    98.0000
1326   ,台化         ,20220222,    79.9000
1301   ,台塑         ,20220222,   104.0000
1303   ,南亞         ,20220222,    88.2000
6505   ,台塑化       ,20220222,    96.1000
1326   ,台化         ,20220223,    80.1000
1301   ,台塑         ,20220223,   105.0000
1303   ,南亞         ,20220223,    88.6000
6505   ,台塑化       ,20220223,    97.3000
1326   ,台化         ,20220224,    79.3000
1301   ,台塑         ,20220224,   104.0000
1303   ,南亞         ,20220224,    87.1000
6505   ,台塑化       ,20220224,    96.9000
1326   ,台化         ,20220225,    79.0000
1301   ,台塑         ,20220225,   105.0000
1303   ,南亞         ,20220225,    87.7000
6505   ,台塑化       ,20220225,    97.8000
1326   ,台化         ,20220301,    81.1000
1301   ,台塑         ,20220301,   108.0000
1303   ,南亞         ,20220301,    90.0000
6505   ,台塑化       ,20220301,   100.0000
1326   ,台化         ,20220302,    81.7000
1301   ,台塑         ,20220302,   108.5000
1303   ,南亞         ,20220302,    90.5000
6505   ,台塑化       ,20220302,   100.5000
1326   ,台化         ,20220303,    82.0000
1301   ,台塑         ,20220303,   109.0000
1303   ,南亞         ,20220303,    91.2000
6505   ,台塑化       ,20220303,   101.5000
1326   ,台化         ,20220304,    81.9000
1301   ,台塑         ,20220304,   108.0000
1303   ,南亞         ,20220304,    90.7000
6505   ,台塑化       ,20220304,   100.5000
1326   ,台化         ,20220307,    79.7000
1301   ,台塑         ,20220307,   106.0000
1303   ,南亞         ,20220307,    88.4000
6505   ,台塑化       ,20220307,   100.5000
1326   ,台化         ,20220308,    78.5000
1301   ,台塑         ,20220308,   104.0000
1303   ,南亞         ,20220308,    86.6000
6505   ,台塑化       ,20220308,    99.2000
1326   ,台化         ,20220309,    78.6000
1301   ,台塑         ,20220309,   105.5000
1303   ,南亞         ,20220309,    88.0000
6505   ,台塑化       ,20220309,   100.0000
1326   ,台化         ,20220310,    80.4000
1301   ,台塑         ,20220310,   105.0000
1303   ,南亞         ,20220310,    89.6000
6505   ,台塑化       ,20220310,    98.0000
1326   ,台化         ,20220311,    79.2000
1301   ,台塑         ,20220311,   106.5000
1303   ,南亞         ,20220311,    89.8000
6505   ,台塑化       ,20220311,    95.7000
1326   ,台化         ,20220314,    79.4000
1301   ,台塑         ,20220314,   106.5000
1303   ,南亞         ,20220314,    91.2000
6505   ,台塑化       ,20220314,    95.2000
1326   ,台化         ,20220315,    79.1000
1301   ,台塑         ,20220315,   106.0000
1303   ,南亞         ,20220315,    90.8000
6505   ,台塑化       ,20220315,    93.6000
1326   ,台化         ,20220316,    79.6000
1301   ,台塑         ,20220316,   106.0000
1303   ,南亞         ,20220316,    91.5000
6505   ,台塑化       ,20220316,    94.9000
1326   ,台化         ,20220317,    80.4000
1301   ,台塑         ,20220317,   107.0000
1303   ,南亞         ,20220317,    91.9000
6505   ,台塑化       ,20220317,    96.0000
1326   ,台化         ,20220318,    79.9000
1301   ,台塑         ,20220318,   106.0000
1303   ,南亞         ,20220318,    91.3000
6505   ,台塑化       ,20220318,    95.7000
1326   ,台化         ,20220321,    80.2000
1301   ,台塑         ,20220321,   107.5000
1303   ,南亞         ,20220321,    92.1000
6505   ,台塑化       ,20220321,    95.6000
1326   ,台化         ,20220322,    80.4000
1301   ,台塑         ,20220322,   107.5000
1303   ,南亞         ,20220322,    92.4000
6505   ,台塑化       ,20220322,    96.1000
1326   ,台化         ,20220323,    80.2000
1301   ,台塑         ,20220323,   107.5000
1303   ,南亞         ,20220323,    92.5000
6505   ,台塑化       ,20220323,    96.2000
1326   ,台化         ,20220324,    79.8000
1301   ,台塑         ,20220324,   107.0000
1303   ,南亞         ,20220324,    92.4000
6505   ,台塑化       ,20220324,    95.4000
1326   ,台化         ,20220325,    79.3000
1301   ,台塑         ,20220325,   106.5000
1303   ,南亞         ,20220325,    92.4000
6505   ,台塑化       ,20220325,    96.2000
1326   ,台化         ,20220328,    79.0000
1301   ,台塑         ,20220328,   105.5000
1303   ,南亞         ,20220328,    92.2000
6505   ,台塑化       ,20220328,    95.1000
1326   ,台化         ,20220329,    79.0000
1301   ,台塑         ,20220329,   105.5000
1303   ,南亞         ,20220329,    92.5000
6505   ,台塑化       ,20220329,    94.7000
1326   ,台化         ,20220330,    79.0000
1301   ,台塑         ,20220330,   106.5000
1303   ,南亞         ,20220330,    93.5000
6505   ,台塑化       ,20220330,    95.1000
1326   ,台化         ,20220331,    79.0000
1301   ,台塑         ,20220331,   106.5000
1303   ,南亞         ,20220331,    93.2000
6505   ,台塑化       ,20220331,    94.3000
1326   ,台化         ,20220401,    79.0000
1301   ,台塑         ,20220401,   107.0000
1303   ,南亞         ,20220401,    93.5000
6505   ,台塑化       ,20220401,    94.5000
1326   ,台化         ,20220406,    79.9000
1301   ,台塑         ,20220406,   107.0000
1303   ,南亞         ,20220406,    93.6000
6505   ,台塑化       ,20220406,    95.5000
1326   ,台化         ,20220407,    78.7000
1301   ,台塑         ,20220407,   106.5000
1303   ,南亞         ,20220407,    93.1000
6505   ,台塑化       ,20220407,    93.6000
1326   ,台化         ,20220408,    79.3000
1301   ,台塑         ,20220408,   106.5000
1303   ,南亞         ,20220408,    93.4000
6505   ,台塑化       ,20220408,    94.4000
1326   ,台化         ,20220411,    78.5000
1301   ,台塑         ,20220411,   105.5000
1303   ,南亞         ,20220411,    92.1000
6505   ,台塑化       ,20220411,    93.3000
1326   ,台化         ,20220412,    78.6000
1301   ,台塑         ,20220412,   105.0000
1303   ,南亞         ,20220412,    91.3000
6505   ,台塑化       ,20220412,    92.8000
1326   ,台化         ,20220413,    79.5000
1301   ,台塑         ,20220413,   105.5000
1303   ,南亞         ,20220413,    90.4000
6505   ,台塑化       ,20220413,    94.0000
1326   ,台化         ,20220414,    79.7000
1301   ,台塑         ,20220414,   105.5000
1303   ,南亞         ,20220414,    89.7000
6505   ,台塑化       ,20220414,    93.4000
1326   ,台化         ,20220415,    79.3000
1301   ,台塑         ,20220415,   105.0000
1303   ,南亞         ,20220415,    88.8000
6505   ,台塑化       ,20220415,    92.5000
1326   ,台化         ,20220418,    79.0000
1301   ,台塑         ,20220418,   104.5000
1303   ,南亞         ,20220418,    87.8000
6505   ,台塑化       ,20220418,    91.8000
1326   ,台化         ,20220419,    79.7000
1301   ,台塑         ,20220419,   105.5000
1303   ,南亞         ,20220419,    88.0000
6505   ,台塑化       ,20220419,    92.2000
1326   ,台化         ,20220420,    80.0000
1301   ,台塑         ,20220420,   106.5000
1303   ,南亞         ,20220420,    88.7000
6505   ,台塑化       ,20220420,    92.7000
1326   ,台化         ,20220421,    80.9000
1301   ,台塑         ,20220421,   107.0000
1303   ,南亞         ,20220421,    88.3000
6505   ,台塑化       ,20220421,    92.4000
1326   ,台化         ,20220422,    81.1000
1301   ,台塑         ,20220422,   107.0000
1303   ,南亞         ,20220422,    87.6000
6505   ,台塑化       ,20220422,    92.0000
1326   ,台化         ,20220425,    80.2000
1301   ,台塑         ,20220425,   106.0000
1303   ,南亞         ,20220425,    85.9000
6505   ,台塑化       ,20220425,    90.1000
1326   ,台化         ,20220426,    80.7000
1301   ,台塑         ,20220426,   105.5000
1303   ,南亞         ,20220426,    86.3000
6505   ,台塑化       ,20220426,    89.7000
1326   ,台化         ,20220427,    79.1000
1301   ,台塑         ,20220427,   104.5000
1303   ,南亞         ,20220427,    85.1000
6505   ,台塑化       ,20220427,    89.1000
1326   ,台化         ,20220428,    79.9000
1301   ,台塑         ,20220428,   104.5000
1303   ,南亞         ,20220428,    85.5000
6505   ,台塑化       ,20220428,    89.2000
1326   ,台化         ,20220429,    79.9000
1301   ,台塑         ,20220429,   105.5000
1303   ,南亞         ,20220429,    86.7000
6505   ,台塑化       ,20220429,    91.6000
1326   ,台化         ,20220503,    80.0000
1301   ,台塑         ,20220503,   106.0000
1303   ,南亞         ,20220503,    86.5000
6505   ,台塑化       ,20220503,    90.2000
1326   ,台化         ,20220504,    80.0000
1301   ,台塑         ,20220504,   106.5000
1303   ,南亞         ,20220504,    86.6000
6505   ,台塑化       ,20220504,    90.2000
1326   ,台化         ,20220505,    79.7000
1301   ,台塑         ,20220505,   106.0000
1303   ,南亞         ,20220505,    87.1000
6505   ,台塑化       ,20220505,    91.9000
1326   ,台化         ,20220506,    79.2000
1301   ,台塑         ,20220506,   105.5000
1303   ,南亞         ,20220506,    86.6000
6505   ,台塑化       ,20220506,    91.2000
1326   ,台化         ,20220509,    78.6000
1301   ,台塑         ,20220509,   103.5000
1303   ,南亞         ,20220509,    84.7000
6505   ,台塑化       ,20220509,    90.4000
1326   ,台化         ,20220510,    78.7000
1301   ,台塑         ,20220510,   103.5000
1303   ,南亞         ,20220510,    84.4000
6505   ,台塑化       ,20220510,    90.1000
1326   ,台化         ,20220511,    78.2000
1301   ,台塑         ,20220511,   102.0000
1303   ,南亞         ,20220511,    84.4000
6505   ,台塑化       ,20220511,    90.2000
1326   ,台化         ,20220512,    76.1000
1301   ,台塑         ,20220512,   100.5000
1303   ,南亞         ,20220512,    82.1000
6505   ,台塑化       ,20220512,    88.7000
1326   ,台化         ,20220513,    77.2000
1301   ,台塑         ,20220513,   102.5000
1303   ,南亞         ,20220513,    82.0000
6505   ,台塑化       ,20220513,    90.5000
1326   ,台化         ,20220516,    77.3000
1301   ,台塑         ,20220516,   102.5000
1303   ,南亞         ,20220516,    81.2000
6505   ,台塑化       ,20220516,    91.3000
1326   ,台化         ,20220517,    78.4000
1301   ,台塑         ,20220517,   103.0000
1303   ,南亞         ,20220517,    81.3000
6505   ,台塑化       ,20220517,    92.2000
1326   ,台化         ,20220518,    79.2000
1301   ,台塑         ,20220518,   104.5000
1303   ,南亞         ,20220518,    82.5000
6505   ,台塑化       ,20220518,    93.8000
1326   ,台化         ,20220519,    78.4000
1301   ,台塑         ,20220519,   103.0000
1303   ,南亞         ,20220519,    81.4000
6505   ,台塑化       ,20220519,    92.7000
1326   ,台化         ,20220520,    79.7000
1301   ,台塑         ,20220520,   104.5000
1303   ,南亞         ,20220520,    82.1000
6505   ,台塑化       ,20220520,    94.4000
1326   ,台化         ,20220523,    80.0000
1301   ,台塑         ,20220523,   105.0000
1303   ,南亞         ,20220523,    82.2000
6505   ,台塑化       ,20220523,    94.6000
1326   ,台化         ,20220524,    80.0000
1301   ,台塑         ,20220524,   105.0000
1303   ,南亞         ,20220524,    81.3000
6505   ,台塑化       ,20220524,    93.9000
1326   ,台化         ,20220525,    80.4000
1301   ,台塑         ,20220525,   105.5000
1303   ,南亞         ,20220525,    82.0000
6505   ,台塑化       ,20220525,    95.0000
1326   ,台化         ,20220526,    80.5000
1301   ,台塑         ,20220526,   105.0000
1303   ,南亞         ,20220526,    81.7000
6505   ,台塑化       ,20220526,    93.9000
1326   ,台化         ,20220527,    81.0000
1301   ,台塑         ,20220527,   106.5000
1303   ,南亞         ,20220527,    82.3000
6505   ,台塑化       ,20220527,    95.0000
1326   ,台化         ,20220530,    81.7000
1301   ,台塑         ,20220530,   106.5000
1303   ,南亞         ,20220530,    83.9000
6505   ,台塑化       ,20220530,    96.3000
1326   ,台化         ,20220531,    82.0000
1301   ,台塑         ,20220531,   105.0000
1303   ,南亞         ,20220531,    85.3000
6505   ,台塑化       ,20220531,    96.8000
1326   ,台化         ,20220601,    81.7000
1301   ,台塑         ,20220601,   106.5000
1303   ,南亞         ,20220601,    84.6000
6505   ,台塑化       ,20220601,    96.0000
1326   ,台化         ,20220602,    81.7000
1301   ,台塑         ,20220602,   107.0000
1303   ,南亞         ,20220602,    84.5000
6505   ,台塑化       ,20220602,    95.8000
1326   ,台化         ,20220606,    82.0000
1301   ,台塑         ,20220606,   108.5000
1303   ,南亞         ,20220606,    84.6000
6505   ,台塑化       ,20220606,    96.7000
1326   ,台化         ,20220607,    81.5000
1301   ,台塑         ,20220607,   107.0000
1303   ,南亞         ,20220607,    84.3000
6505   ,台塑化       ,20220607,    95.3000
1326   ,台化         ,20220608,    81.7000
1301   ,台塑         ,20220608,   107.5000
1303   ,南亞         ,20220608,    84.5000
6505   ,台塑化       ,20220608,    96.1000
1326   ,台化         ,20220609,    82.4000
1301   ,台塑         ,20220609,   108.0000
1303   ,南亞         ,20220609,    84.8000
6505   ,台塑化       ,20220609,    97.0000
1326   ,台化         ,20220610,    82.5000
1301   ,台塑         ,20220610,   107.5000
1303   ,南亞         ,20220610,    84.7000
6505   ,台塑化       ,20220610,    96.0000
1326   ,台化         ,20220613,    81.3000
1301   ,台塑         ,20220613,   106.5000
1303   ,南亞         ,20220613,    83.3000
6505   ,台塑化       ,20220613,    95.3000
1326   ,台化         ,20220614,    81.4000
1301   ,台塑         ,20220614,   106.5000
1303   ,南亞         ,20220614,    82.9000
6505   ,台塑化       ,20220614,    96.9000
1326   ,台化         ,20220615,    81.8000
1301   ,台塑         ,20220615,   106.5000
1303   ,南亞         ,20220615,    83.4000
6505   ,台塑化       ,20220615,    96.9000
1326   ,台化         ,20220616,    81.5000
1301   ,台塑         ,20220616,   106.5000
1303   ,南亞         ,20220616,    83.2000
6505   ,台塑化       ,20220616,    95.8000
1326   ,台化         ,20220617,    81.3000
1301   ,台塑         ,20220617,   106.5000
1303   ,南亞         ,20220617,    83.0000
6505   ,台塑化       ,20220617,    96.0000
1326   ,台化         ,20220620,    80.0000
1301   ,台塑         ,20220620,   107.5000
1303   ,南亞         ,20220620,    82.1000
6505   ,台塑化       ,20220620,    94.5000
1326   ,台化         ,20220621,    81.2000
1301   ,台塑         ,20220621,   108.5000
1303   ,南亞         ,20220621,    83.7000
6505   ,台塑化       ,20220621,    93.9000
1326   ,台化         ,20220622,    80.8000
1301   ,台塑         ,20220622,   108.0000
1303   ,南亞         ,20220622,    83.5000
6505   ,台塑化       ,20220622,    92.1000
1326   ,台化         ,20220623,    80.6000
1301   ,台塑         ,20220623,   108.0000
1303   ,南亞         ,20220623,    83.3000
6505   ,台塑化       ,20220623,    93.4000
1326   ,台化         ,20220624,    81.4000
1301   ,台塑         ,20220624,   109.0000
1303   ,南亞         ,20220624,    84.7000
6505   ,台塑化       ,20220624,    95.0000
1326   ,台化         ,20220627,    81.5000
1301   ,台塑         ,20220627,   109.5000
1303   ,南亞         ,20220627,    84.7000
6505   ,台塑化       ,20220627,    95.2000
1326   ,台化         ,20220628,    76.8000
1301   ,台塑         ,20220628,   109.5000
1303   ,南亞         ,20220628,    84.8000
6505   ,台塑化       ,20220628,    96.0000
1326   ,台化         ,20220629,    76.3000
1301   ,台塑         ,20220629,   109.5000
1303   ,南亞         ,20220629,    84.6000
6505   ,台塑化       ,20220629,    95.7000
1326   ,台化         ,20220630,    74.7000
1301   ,台塑         ,20220630,   108.5000
1303   ,南亞         ,20220630,    83.0000
6505   ,台塑化       ,20220630,    93.8000
1326   ,台化         ,20220701,    73.7000
1301   ,台塑         ,20220701,   108.0000
1303   ,南亞         ,20220701,    82.7000
6505   ,台塑化       ,20220701,    93.0000
1326   ,台化         ,20220704,    73.8000
1301   ,台塑         ,20220704,   107.5000
1303   ,南亞         ,20220704,    82.6000
6505   ,台塑化       ,20220704,    94.9000
1326   ,台化         ,20220705,    72.8000
1301   ,台塑         ,20220705,    94.0000
1303   ,南亞         ,20220705,    80.6000
6505   ,台塑化       ,20220705,    93.3000
1326   ,台化         ,20220706,    71.2000
1301   ,台塑         ,20220706,    87.0000
1303   ,南亞         ,20220706,    67.0000
6505   ,台塑化       ,20220706,    90.3000
1326   ,台化         ,20220707,    70.7000
1301   ,台塑         ,20220707,    84.6000
1303   ,南亞         ,20220707,    65.0000
6505   ,台塑化       ,20220707,    89.5000
1326   ,台化         ,20220708,    70.1000
1301   ,台塑         ,20220708,    85.0000
1303   ,南亞         ,20220708,    65.0000
6505   ,台塑化       ,20220708,    89.4000
1326   ,台化         ,20220711,    69.5000
1301   ,台塑         ,20220711,    84.9000
1303   ,南亞         ,20220711,    63.6000
6505   ,台塑化       ,20220711,    87.7000
1326   ,台化         ,20220712,    64.6000
1301   ,台塑         ,20220712,    85.4000
1303   ,南亞         ,20220712,    60.6000
6505   ,台塑化       ,20220712,    82.8000
1326   ,台化         ,20220713,    66.3000
1301   ,台塑         ,20220713,    85.7000
1303   ,南亞         ,20220713,    62.0000
6505   ,台塑化       ,20220713,    84.2000
1326   ,台化         ,20220714,    66.1000
1301   ,台塑         ,20220714,    87.0000
1303   ,南亞         ,20220714,    62.7000
6505   ,台塑化       ,20220714,    84.4000
1326   ,台化         ,20220715,    65.6000
1301   ,台塑         ,20220715,    86.6000
1303   ,南亞         ,20220715,    62.6000
6505   ,台塑化       ,20220715,    82.1000
1326   ,台化         ,20220718,    65.8000
1301   ,台塑         ,20220718,    88.0000
1303   ,南亞         ,20220718,    62.9000
6505   ,台塑化       ,20220718,    84.2000
1326   ,台化         ,20220719,    66.5000
1301   ,台塑         ,20220719,    88.6000
1303   ,南亞         ,20220719,    63.7000
6505   ,台塑化       ,20220719,    84.7000
1326   ,台化         ,20220720,    66.8000
1301   ,台塑         ,20220720,    87.8000
1303   ,南亞         ,20220720,    63.3000
6505   ,台塑化       ,20220720,    82.6000
1326   ,台化         ,20220721,    67.7000
1301   ,台塑         ,20220721,    88.8000
1303   ,南亞         ,20220721,    65.0000
6505   ,台塑化       ,20220721,    83.3000
1326   ,台化         ,20220722,    67.8000
1301   ,台塑         ,20220722,    87.9000
1303   ,南亞         ,20220722,    64.7000
6505   ,台塑化       ,20220722,    82.6000
1326   ,台化         ,20220725,    68.9000
1301   ,台塑         ,20220725,    90.3000
1303   ,南亞         ,20220725,    65.6000
6505   ,台塑化       ,20220725,    83.9000
1326   ,台化         ,20220726,    68.4000
1301   ,台塑         ,20220726,    90.3000
1303   ,南亞         ,20220726,    65.7000
6505   ,台塑化       ,20220726,    83.5000
1326   ,台化         ,20220727,    68.7000
1301   ,台塑         ,20220727,    90.2000
1303   ,南亞         ,20220727,    65.9000
6505   ,台塑化       ,20220727,    84.0000
1326   ,台化         ,20220728,    68.8000
1301   ,台塑         ,20220728,    91.1000
1303   ,南亞         ,20220728,    66.6000
6505   ,台塑化       ,20220728,    84.1000
1326   ,台化         ,20220729,    70.0000
1301   ,台塑         ,20220729,    92.0000
1303   ,南亞         ,20220729,    67.3000
6505   ,台塑化       ,20220729,    84.5000
1326   ,台化         ,20220801,    70.1000
1301   ,台塑         ,20220801,    92.5000
1303   ,南亞         ,20220801,    68.5000
6505   ,台塑化       ,20220801,    84.5000
1326   ,台化         ,20220802,    68.9000
1301   ,台塑         ,20220802,    91.6000
1303   ,南亞         ,20220802,    67.7000
6505   ,台塑化       ,20220802,    83.6000
1326   ,台化         ,20220803,    69.3000
1301   ,台塑         ,20220803,    91.7000
1303   ,南亞         ,20220803,    67.7000
6505   ,台塑化       ,20220803,    83.9000
1326   ,台化         ,20220804,    69.0000
1301   ,台塑         ,20220804,    90.9000
1303   ,南亞         ,20220804,    67.3000
6505   ,台塑化       ,20220804,    82.5000
1326   ,台化         ,20220805,    69.1000
1301   ,台塑         ,20220805,    91.0000
1303   ,南亞         ,20220805,    67.6000
6505   ,台塑化       ,20220805,    83.1000
1326   ,台化         ,20220808,    68.7000
1301   ,台塑         ,20220808,    91.0000
1303   ,南亞         ,20220808,    67.2000
6505   ,台塑化       ,20220808,    82.8000
1326   ,台化         ,20220809,    68.6000
1301   ,台塑         ,20220809,    90.9000
1303   ,南亞         ,20220809,    67.0000
6505   ,台塑化       ,20220809,    82.6000
1326   ,台化         ,20220810,    68.3000
1301   ,台塑         ,20220810,    91.3000
1303   ,南亞         ,20220810,    67.7000
6505   ,台塑化       ,20220810,    81.9000
1326   ,台化         ,20220811,    69.3000
1301   ,台塑         ,20220811,    92.6000
1303   ,南亞         ,20220811,    68.9000
6505   ,台塑化       ,20220811,    82.7000
1326   ,台化         ,20220812,    70.0000
1301   ,台塑         ,20220812,    93.8000
1303   ,南亞         ,20220812,    69.6000
6505   ,台塑化       ,20220812,    83.6000
1326   ,台化         ,20220815,    70.5000
1301   ,台塑         ,20220815,    94.5000
1303   ,南亞         ,20220815,    70.6000
6505   ,台塑化       ,20220815,    84.6000
1326   ,台化         ,20220816,    70.0000
1301   ,台塑         ,20220816,    94.4000
1303   ,南亞         ,20220816,    70.4000
6505   ,台塑化       ,20220816,    84.4000
1326   ,台化         ,20220817,    70.6000
1301   ,台塑         ,20220817,    94.2000
1303   ,南亞         ,20220817,    70.8000
6505   ,台塑化       ,20220817,    85.1000
1326   ,台化         ,20220818,    70.1000
1301   ,台塑         ,20220818,    94.2000
1303   ,南亞         ,20220818,    70.6000
6505   ,台塑化       ,20220818,    85.6000
1326   ,台化         ,20220819,    70.3000
1301   ,台塑         ,20220819,    94.3000
1303   ,南亞         ,20220819,    71.0000
6505   ,台塑化       ,20220819,    85.7000
1326   ,台化         ,20220822,    70.5000
1301   ,台塑         ,20220822,    94.9000
1303   ,南亞         ,20220822,    70.9000
6505   ,台塑化       ,20220822,    85.5000
1326   ,台化         ,20220823,    69.5000
1301   ,台塑         ,20220823,    93.6000
1303   ,南亞         ,20220823,    70.1000
6505   ,台塑化       ,20220823,    84.6000
1326   ,台化         ,20220824,    69.7000
1301   ,台塑         ,20220824,    93.6000
1303   ,南亞         ,20220824,    70.1000
6505   ,台塑化       ,20220824,    85.1000
1326   ,台化         ,20220825,    70.2000
1301   ,台塑         ,20220825,    93.9000
1303   ,南亞         ,20220825,    70.8000
6505   ,台塑化       ,20220825,    86.4000
1326   ,台化         ,20220826,    69.9000
1301   ,台塑         ,20220826,    93.2000
1303   ,南亞         ,20220826,    70.2000
6505   ,台塑化       ,20220826,    86.4000
1326   ,台化         ,20220829,    68.6000
1301   ,台塑         ,20220829,    91.3000
1303   ,南亞         ,20220829,    68.7000
6505   ,台塑化       ,20220829,    83.7000
1326   ,台化         ,20220830,    68.4000
1301   ,台塑         ,20220830,    91.3000
1303   ,南亞         ,20220830,    68.6000
6505   ,台塑化       ,20220830,    83.2000
1326   ,台化         ,20220831,    68.7000
1301   ,台塑         ,20220831,    91.1000
1303   ,南亞         ,20220831,    68.7000
6505   ,台塑化       ,20220831,    83.8000
1326   ,台化         ,20220901,    67.5000
1301   ,台塑         ,20220901,    90.0000
1303   ,南亞         ,20220901,    67.8000
6505   ,台塑化       ,20220901,    83.3000
1326   ,台化         ,20220902,    67.0000
1301   ,台塑         ,20220902,    88.8000
1303   ,南亞         ,20220902,    67.0000
6505   ,台塑化       ,20220902,    82.0000
1326   ,台化         ,20220905,    67.7000
1301   ,台塑         ,20220905,    89.3000
1303   ,南亞         ,20220905,    67.1000
6505   ,台塑化       ,20220905,    81.8000
1326   ,台化         ,20220906,    68.2000
